Date,Country,Activity,Sex ,Age,Fatal (Y/N),Hemisphere
13-Dec-1987,AUSTRALIA,,F,16 to 18,,southern
18-Sep-1987,AUSTRALIA,Scuba Diving for scallops,M,47,Y,southern
06-May-1987,AUSTRALIA,Fishing,M,34,N,southern
30-Mar-1987,AUSTRALIA,Surfing,M,18,N,southern
06-Jan-1987,AUSTRALIA,Swimming,M,37,N,southern
01-Oct-1986,AUSTRALIA,,,,UNKNOWN,southern
03-Aug-1986,AUSTRALIA,Scuba diving,F,,N,southern
26-Jul-1986,AUSTRALIA,Fishing,,,N,southern
18-May-1986,AUSTRALIA,Scuba diving,M,,N,southern
01-Feb-1986,AUSTRALIA,Surfing,M,29,N,southern
11-Nov-1985,AUSTRALIA,Fishing,M,,N,southern
03-Mar-1985,AUSTRALIA,Free diving for scallops,F,33,Y,southern
30-Nov-1984,AUSTRALIA,Sailing on catamaran & fell into the water,M,16,Y,southern
01-Mar-1984,AUSTRALIA,,,,UNKNOWN,southern
11-Feb-1984,AUSTRALIA,Spearfishing,M,27,N,southern
24-Dec-1983,AUSTRALIA,Scuba diving for abalone,M,48,N,southern
26-Jul-1983,AUSTRALIA,Swimming from the New Venture ,F,21,Y,southern
25-Jul-1983,AUSTRALIA,Swimming from the New Venture ,M,24,Y,southern
25-Jul-1983,AUSTRALIA,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,28,N,southern
07-Mar-1982,AUSTRALIA,Surfing,M,20,Y,southern
28-Feb-1982,AUSTRALIA,Spearfishing,M,32,Y,southern
13-Dec-1981,AUSTRALIA,,,,N,southern
16-Feb-1981,AUSTRALIA,Exercising his dog in the shallows,M,,N,southern
07-Feb-1981,AUSTRALIA,,,,UNKNOWN,southern
18-Nov-1980,AUSTRALIA,Swimming,M,,N,southern
14-Sep-1979,AUSTRALIA,Scuba diving,M,18,N,southern
29-Dec-1978,AUSTRALIA,,M, ,N,southern
02-Sep-1978,AUSTRALIA,Scuba diving for abalone,M,34,N,southern
31-Aug-1977,AUSTRALIA,Surfing,M,17,N,southern
23-Aug-1977,AUSTRALIA,Floating on an inflatable raft,M,25,Y,southern
16-May-1977,AUSTRALIA,,M,,,southern
26-Apr-1977,AUSTRALIA,,M,,N,southern
13-Mar-1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32,N,southern
13-Mar-1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,74 ,Y,southern
13-Mar-1977,AUSTRALIA,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,45 ,Y,southern
26-Feb-1977,AUSTRALIA,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,N,southern
04-Feb-1977,AUSTRALIA,,M,,,southern
29-Dec-1976,AUSTRALIA,,M,,N,southern
26-Nov-1976,AUSTRALIA,,,,,southern
19-Sep-1976,AUSTRALIA,"Skindiving,",M,27,N,southern
01-Jun-1976,AUSTRALIA,Sitting in bow of her father's 5 m boat,F,,N,southern
12-Jan-1976,AUSTRALIA,,F,,N,southern
29-Dec-1975,AUSTRALIA,Attempting to drive shark away from the beach,,,N,southern
02-Dec-1975,AUSTRALIA,Filming & feeding captive sharks,M,35,N,southern
19-Nov-1975,AUSTRALIA,Standing,M,20,N,southern
07-Nov-1975,AUSTRALIA,,M,,N,southern
12-Oct-1975,AUSTRALIA,Surfing,M,20,N,southern
30-Jul-1975,AUSTRALIA,Scuba diving for abalone,M,37,Y,southern
26-Jul-1975,AUSTRALIA,Surfing,M,21,N,southern
5-Jul-1975,AUSTRALIA,Spearfishing,M,29,N,southern
18-Mar-1975,AUSTRALIA,,F,,N,southern
13-Mar-1975,AUSTRALIA,Diving & force-feeding the shark,,18,N,southern
10-Feb-1975,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,M,12,Y,southern
09-Feb-1975,AUSTRALIA,Crayfishing,M,45,N,southern
07-Feb-1975,AUSTRALIA,,M,,N,southern
19-Jan-1975,AUSTRALIA,Surfing,M,17,Y,southern
12-Dec-1974,AUSTRALIA,,,32,N,southern
01-Sep-1974,AUSTRALIA,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,30,N,southern
09-Jan-1974,AUSTRALIA,Diving for abalone,M,26,Y,southern
25-Nov-1973,AUSTRALIA,,,,N,southern
03-Nov-1973,AUSTRALIA,,M,,N,southern
27-Aug-1973,AUSTRALIA,,,21,UNKNOWN,southern
25-Aug-1973,AUSTRALIA,Surfing,M,16,N,southern
26-Mar-1973,AUSTRALIA,,M,,N,southern
21-Dec-1972,AUSTRALIA,,M,,N,southern
08-Dec-1972,AUSTRALIA,,,24,N,southern
21-Oct-1972,AUSTRALIA,Spearfishing,M,24,N,southern
21-Oct-1972,AUSTRALIA,Surfing,M,19,N,southern
08-Aug-1972,AUSTRALIA,Diving for abalone,M,45,N,southern
26-Jun-1972,AUSTRALIA,,M,,Y,southern
26-Jun-1972,AUSTRALIA,,M,,Y,southern
01-Apr-1972,AUSTRALIA,,F,,N,southern
20-Feb-1972,AUSTRALIA,Surfing,M,18,N,southern
12-Feb-1972,AUSTRALIA,,,,N,southern
23-Dec-1971,AUSTRALIA,,,22,N,southern
05-Dec-1971,AUSTRALIA,,M,20,Y,southern
27-Oct-1971,AUSTRALIA,,,20,N,southern
05-Sep-1971,AUSTRALIA,Fishing,M,51,Y,southern
21-Aug-1971,AUSTRALIA,Scuba diving & feeding fish,M,26,N,southern
02-Jan-1971,AUSTRALIA,Swimming,M,,N,southern
02-Sep-1970,AUSTRALIA,,M,20,N,southern
30-Nov-1969,AUSTRALIA,Swimming,M,15,N,southern
05-Nov-1969,AUSTRALIA,,M,27,N,southern
14-May-1969,AUSTRALIA,,,,N,southern
22-Apr-1969,AUSTRALIA,Netting pilchards,M,,,southern
25-Mar-1969,AUSTRALIA,,M,65,N,southern
17-Feb-1969,AUSTRALIA,Fishing,M,49,N,southern
27-Jan-1969,AUSTRALIA,Freediving,M,21,N,southern
26-Dec-1968,AUSTRALIA,Feeding mullet to sharks,M,27,N,southern
09-Dec-1968,AUSTRALIA,,M,,N,southern
02-Nov-1968,AUSTRALIA,,M,16,N,southern
15-Apr-1968,AUSTRALIA,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",M,21,N,southern
07-Apr-1968,AUSTRALIA,,M,47,N,southern
20-Feb-1968,AUSTRALIA,Swimming,F,14,N,southern
04-Feb-1968,AUSTRALIA,Spearfishing,M,26,N,southern
02-Feb-1968,AUSTRALIA,,,,N,southern
17-Dec-1967,AUSTRALIA,Swimming,M,59,Y,southern
30-Nov-1967,AUSTRALIA,Freediving,M,15,N,southern
30-Nov-1967,AUSTRALIA,,M,18,N,southern
19-Aug-1967,AUSTRALIA,"Spearfishing, dived to pick up a float line",M,23,Y,southern
10-Aug-1967,AUSTRALIA,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,? & 19,,southern
30-May-1967,AUSTRALIA,,M,30,N,southern
09-May-1967,AUSTRALIA,Feeding a shark,M,22,N,southern
12-Mar-1967,AUSTRALIA,Spearfishing,M,36,N,southern
10-Mar-1967,AUSTRALIA,Vehicle plunged over cliff into the water,,,,southern
06-Jan-1967,AUSTRALIA,Splashing,M,15,N,southern
31-Dec-1966,AUSTRALIA,Fishing,M,30,N,southern
27-Dec-1966,AUSTRALIA,Spearfishing,M,29,N,southern
27-Dec-1966,AUSTRALIA,Spearfishing,M,19,N,southern
26-Dec-1966,AUSTRALIA,Spearfishing,M,29,N,southern
27-Sep-1966,AUSTRALIA,"Free diving, carrying speargun",M,32,N,southern
18-Sep-1966,AUSTRALIA,Spearfishing,M,,,southern
13-Sep-1966,AUSTRALIA,Spearfishing,M,,UNKNOWN,southern
10-Sep-1966,AUSTRALIA,Spearfishing,M,43,N,southern
28-Aug-1966,AUSTRALIA,,M,,N,southern
20-May-1966,AUSTRALIA,Sinking of the dredge World Atlas,M,40,Y,southern
20-May-1966,AUSTRALIA,Fishing,M,,N,southern
20-May-1966,AUSTRALIA,Shipwreck,M,38,Y,southern
20-Mar-1966,AUSTRALIA,Fishing (big game),,,N,southern
27-Feb-1966,AUSTRALIA,Treading water,M,13,N,southern
15-Jan-1966,AUSTRALIA,Spearfishing,M,30,N,southern
10-Jan-1966,AUSTRALIA,Jumped into the water,M,43,N,southern
28-Dec-1965,AUSTRALIA,"Spearfishing, but standing in knee-deep water",M,40,N,southern
10-Dec-1965,AUSTRALIA,Fishing,,,N,southern
21-Nov-1965,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,M,43,Y,southern
03-Nov-1965,AUSTRALIA,Surfing,M,24,N,southern
10-Jan-1965,AUSTRALIA,Swimming,M,,N,southern
10-Dec-1964,AUSTRALIA,Fishing,,,N,southern
29-Nov-1964,AUSTRALIA,Free diving with seals,M,25,N,southern
18-Nov-1964,AUSTRALIA,Swimming out to rescue swimmers in difficulty,M,29,Y,southern
13-Nov-1964,AUSTRALIA,"Filming underwater, carrying powerhead",M,25,N,southern
04-Oct-1964,AUSTRALIA,"Surfing, but swimming to his board",M,19,N,southern
28-Mar-1964,AUSTRALIA,Surfing,M,19,N,southern
02-Feb-1964,AUSTRALIA,Swimming,M,23,,southern
18-Jan-1964,AUSTRALIA,Freediving,M,,N,southern
01-Jan-1964,AUSTRALIA,,,,UNKNOWN,southern
26-Dec-1963,AUSTRALIA,Sitting on gunwale of boat,M,,N,southern
21-Dec-1963,AUSTRALIA,Fishing,M,,N,southern
08-Dec-1963,AUSTRALIA,Spearfishing,M,23,N,southern
14-Nov-1963,AUSTRALIA,Catching sharks under government contract,M,,N,southern
13-Sep-1963,AUSTRALIA,Surfing,M,18,N,southern
22-Apr-1963,AUSTRALIA,Fishing,M,,N,southern
13-Apr-1963,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",M,25,N,southern
24-Feb-1963,AUSTRALIA,Spearfishing,M,18,N,southern
28-Jan-1963,AUSTRALIA,Wading,F,32,Y,southern
26-Jan-1963,AUSTRALIA,Swimming,M,25,,southern
04-Jan-1963,AUSTRALIA,Shark fishing,,,N,southern
09-Dec-1962,AUSTRALIA,Spearfishing,M,16,Y,southern
29-Nov-1962,AUSTRALIA,"Spearfishing, Scuba diving",M,26,N,southern
25-Nov-1962,AUSTRALIA,,M,,,southern
10-Nov-1962,AUSTRALIA,Fishing,,,N,southern
14-Oct-1962,AUSTRALIA,Adrift after wave swamped engine,M,,N,southern
07-Jun-1962,AUSTRALIA,Fishing,,,N,southern
20-Apr-1962,AUSTRALIA,Fishing,,,N,southern
25-Mar-1962,AUSTRALIA,Fishing & spearfishing,,,N,southern
15-Feb-1962,AUSTRALIA,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,N,southern
04-Feb-1962,AUSTRALIA,Swimming,M,35,N,southern
21-Jan-1962,AUSTRALIA,Spearfishing,M,19,N,southern
14-Jan-1962,AUSTRALIA,Spearfishing,,,N,southern
14-Jan-1962,AUSTRALIA,Surfing,M,19,N,southern
11-Jan-1962,AUSTRALIA,Fishing,,,N,southern
10-Jan-1962,AUSTRALIA,Fishing for sharks,,,N,southern
08-Jan-1962,AUSTRALIA,Swimming,M,25,,southern
07-Jan-1962,AUSTRALIA,Rowing,,,N,southern
07-Jan-1962,AUSTRALIA,Surfing,,,N,southern
02-Jan-1962,AUSTRALIA,Fishing,,,N,southern
28-Dec-1961,AUSTRALIA,Standing,F,18,Y,southern
28-Dec-1961,AUSTRALIA,Standing,M,24,N,southern
27-Dec-1961,AUSTRALIA,Spearfishing,M,23,N,southern
19-Dec-1961,AUSTRALIA,"Fishing, hauling in a 5-lb snapper",,,N,southern
18-Dec-1961,AUSTRALIA,"Surfing, pushing board ashore",M,22,Y,southern
13-Dec-1961,AUSTRALIA,Swimming with other crew near wharf,M,17,N,southern
06-Sep-1961,AUSTRALIA,Attaching a line at sea,,,,southern
07-Jul-1961,AUSTRALIA,Shark fishing,,,N,southern
07-May-1961,AUSTRALIA,Spearfishing,M,,N,southern
25-Apr-1961,AUSTRALIA,Spearfishing,M,,N,southern
16-Apr-1961,AUSTRALIA,Spearfishing,M,21,N,southern
14-Apr-1961,AUSTRALIA,"Checking fish traps, fell into the water",M,40,N,southern
03-Apr-1961,AUSTRALIA,Spearfishing,M,24,N,southern
30-Mar-1961,AUSTRALIA,Spearfishing,M,24,N,southern
18-Mar-1961,AUSTRALIA,Swimming,M,24,N,southern
14-Mar-1961,AUSTRALIA,Fishing from dinghy,F,,N,southern
12-Mar-1961,AUSTRALIA,Spearfishing,M,21,N,southern
17-Feb-1961,AUSTRALIA,Standing,F,,N,southern
01-Feb-1961,AUSTRALIA,Collecting crayfish,M,,N,southern
15-Jan-1961,AUSTRALIA,Collecting aquarium specimens,M,27,N,southern
06-Jan-1961,AUSTRALIA,Fishing,M,,N,southern
02-Jan-1961,AUSTRALIA,Ocean racing,,,N,southern
27-Dec-1960,AUSTRALIA,,F,27, N,southern
20-Dec-1960,AUSTRALIA,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33, N,southern
01-Dec-1960,AUSTRALIA,Fishing,M,,N,southern
27-Nov-1960,AUSTRALIA,Swimming,M,41, N,southern
11-Nov-1960,AUSTRALIA,Chasing shark out of bathing area while riding on a surf-ski,M,17, N,southern
06-Nov-1960,AUSTRALIA,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24, N,southern
01-Oct-1960,AUSTRALIA,Fishing,M,24,,southern
18-Sep-1960,AUSTRALIA,,,,N,southern
22-Apr-1960,AUSTRALIA,"Fishing, hauling in a set line",M,,N,southern
12-Apr-1960,AUSTRALIA,Surfing,M,17,N,southern
10-Apr-1960,AUSTRALIA,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,,N,southern
03-Apr-1960,AUSTRALIA,Spearfishing,M,,N,southern
03-Apr-1960,AUSTRALIA,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,,N,southern
01-Apr-1960,AUSTRALIA,Shark fishing,,,N,southern
29-Feb-1960,AUSTRALIA,"Wading, fishing for flounder",M,30 & 32,N,southern
10-Feb-1960,AUSTRALIA,Shark fishing,,,N,southern
07-Feb-1960,AUSTRALIA,Spearfishing,M,20,N,southern
21-Jan-1960,AUSTRALIA,,,,N,southern
16-Jan-1960,AUSTRALIA,Free diving,M,13,Y,southern
13-Jan-1960,AUSTRALIA,"Fishing, lifting shark out of craypot",M,,N,southern
07-Jan-1960,AUSTRALIA,Setting crayfish pots,,,N,southern
29-Dec-1959,AUSTRALIA,Paddling,,,N,southern
28-Dec-1959,AUSTRALIA,Fishing,,50 & 30,N,southern
19-Dec-1959,AUSTRALIA,Dived from dinghy to retrieve oar in heavy seas,M,29,Y,southern
11-Dec-1959,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17 & 35,N,southern
07-Dec-1959,AUSTRALIA,Spearfishing,M,,,southern
29-Nov-1959,AUSTRALIA,Body surfing,M,19,N,southern
28-Nov-1959,AUSTRALIA,Standing in chest-deep water,M,17,N,southern
22-Nov-1959,AUSTRALIA,Trailing the field in a surf race,M,19,N,southern
12-Nov-1959,AUSTRALIA,Shark fishing,,,N,southern
09-Nov-1959,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat",M,,N,southern
30-Aug-1959,AUSTRALIA,Swimming,M,,,southern
27-Apr-1959,AUSTRALIA,Spearfishing,M,22,,southern
11-Apr-1959,AUSTRALIA,Diving for pearl shell,M,43,N,southern
05-Apr-1959,AUSTRALIA,Spearfishing,M,,N,southern
28-Feb-1959,AUSTRALIA,Fishing for snapper,M,,N,southern
31-Jan-1959,AUSTRALIA,Working prawn net,M,20,N,southern
25-Jan-1959,AUSTRALIA,Swimming with motor tube,M,16,N,southern
17-Jan-1959,AUSTRALIA,In deep water about 100 yards from his ship,M,22,Y,southern
17-Jan-1959,AUSTRALIA,"Surfing, but treading water",M,17,N,southern
23-Nov-1958,AUSTRALIA,Swimming,M,21,Y,southern
15-Jun-1958,AUSTRALIA,Swimming,F,,,southern
19-Feb-1958,AUSTRALIA,Spearfishing,M,21,,southern
27-Jan-1958,AUSTRALIA,Spearfishing / swimming on surface,M,17,N,southern
19-Jan-1958,AUSTRALIA,Body surfing,M,14,N,southern
31-Dec-1957,AUSTRALIA,Spearfishing,M,,N,southern
04-Nov-1957,AUSTRALIA,Fishing,,,N,southern
09-Jul-1957,AUSTRALIA,Diving for trochus,M,36,N,southern
11-May-1957,AUSTRALIA,Competing in spearfishing championship & towing dead fish,M,28,N,southern
23-Apr-1957,AUSTRALIA,Surfing,M,15,N,southern
13-Apr-1957,AUSTRALIA,Swimming between  anchored  pearling luggers,M,22,N,southern
02-Feb-1957,AUSTRALIA,,M,,UNKNOWN,southern
15-Aug-1956,AUSTRALIA,Diving,M,,N,southern
28-Jun-1956,AUSTRALIA,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,,N,southern
11-Mar-1956,AUSTRALIA,Bathing,M,13,N,southern
04-Mar-1956,AUSTRALIA,"Swimming, attacked at  surf carnival",M,26,Y,southern
26-Feb-1956,AUSTRALIA,Diving into water,M,15,Y,southern
10-Feb-1956,AUSTRALIA,Swimming,M,8,N,southern
16-Jan-1956,AUSTRALIA,Diving for trochus,M,18,N,southern
05-Jan-1956,AUSTRALIA,Surf skiing,M,25,N,southern
31-Dec-1955,AUSTRALIA,Ocean racing,,,N,southern
16-Oct-1955,AUSTRALIA,Spearfishing & lassoed shark,M,28,N,southern
09-Mar-1955,AUSTRALIA,Body surfing,M,22,Y,southern
05-Feb-1955,AUSTRALIA,Swimming,M,25,Y,southern
01-Feb-1955,AUSTRALIA,Rowing,,,N,southern
17-Jan-1955,AUSTRALIA,Hunting lobsters in 2.4 m of water,M,13,Y,southern
11-Dec-1954,AUSTRALIA,Swimming,M,23,Y,southern
04-Sep-1954,AUSTRALIA,"Spearfishing, hunting crayfish",M,35,Y,southern
27-Jun-1954,AUSTRALIA,Pearl diving from lugger Whyalla,M,30,N,southern
27-Feb-1954,AUSTRALIA,Swimming,M,23,Y,southern
30-Jan-1954,AUSTRALIA,Swimming,M,,N,southern
22-Jan-1954,AUSTRALIA,Spearfishing,M,30,N,southern
13-Dec-1953,AUSTRALIA,Swimming or wading out  to warn bathers that a shark had been seen,M,16,N,southern
07-Apr-1953,AUSTRALIA,,,,N,southern
19-Mar-1953,AUSTRALIA,Spearfishing,M,,N,southern
15-Feb-1953,AUSTRALIA,Spearfishing,M,25,N,southern
20-Jan-1953,AUSTRALIA,Fishing,M,61,N,southern
08-Jan-1953,AUSTRALIA,Fishing,,MAKE LINE GREEN,N,southern
24-Dec-1952,AUSTRALIA,Lying prone on surfboard,M,,N,southern
21-Dec-1952,AUSTRALIA,"Fishing, setting nets",M,25,N,southern
07-May-1952,AUSTRALIA,"Fishing, standing in water washing fish",M,,N,southern
06-Apr-1952,AUSTRALIA,Fishing for white sharks,,,N,southern
07-Jan-1952,AUSTRALIA,Surfing,M,,N,southern
16-Dec-1951,AUSTRALIA,Spearfishing,M,18,N,southern
6-Dec-1951,AUSTRALIA,Treading water,M,21,Y,southern
22-Oct-1951,AUSTRALIA,Swimming,M,42,Y,southern
02-Sep-1951,AUSTRALIA,"Body found on deserted luxury yacht, 38 Christine",M,56,Y,southern
26-Mar-1951,AUSTRALIA,Fell off surf ski,M,23,N,southern
24-Mar-1951,AUSTRALIA,"Fishing, casting in the surf",M,"""young""",N,southern
03-Feb-1951,AUSTRALIA,Spearfishing (but treading water on the surface),M,20,N,southern
01-Feb-1951,AUSTRALIA,Swimming,M,14,N,southern
03-Jan-1951,AUSTRALIA,,M,,,southern
31-Dec-1950,AUSTRALIA,Paddling a surfboat,M,19,N,southern
19-Dec-1950,AUSTRALIA,Swimming,,,N,southern
16-Dec-1950,AUSTRALIA,Treading water,M,20,Y,southern
29-Nov-1950,AUSTRALIA,Diving ,M,17,N,southern
25-Nov-1950,AUSTRALIA,Body surfing,M,21,N,southern
12-Nov-1950,AUSTRALIA,Paddling a canoe,M,18,N,southern
04-Oct-1950,AUSTRALIA,Fishing,M,25,N,southern
27-Jul-1950,AUSTRALIA,Fishing,,,N,southern
09-Apr-1950,AUSTRALIA,"Sea Disaster, sinking of the fishing  launch Mavis",M,50,Y,southern
01-Mar-1950,AUSTRALIA,Suicide,M,,,southern
18-Feb-1950,AUSTRALIA,Spearfishing,M,,N,southern
12-Jan-1950,AUSTRALIA,Swimming,M,,N,southern
20-Nov-1949,AUSTRALIA,Free diving or wading back to shore,M,36,N,southern
12-Nov-1949,AUSTRALIA,No details,M,,,southern
28-Aug-1949,AUSTRALIA,Swimming,M,21,N,southern
28-Aug-1949,AUSTRALIA,Swimming,M,34,Y,southern
16-Aug-1949,AUSTRALIA,Swimming near shore,M,18,N,southern
16-May-1949,AUSTRALIA,Bathing,F,22,N,southern
13-May-1949,AUSTRALIA,"Examining netted shark, that had been shot",M,26,N,southern
18-Apr-1949,AUSTRALIA,Fishing,M,,N,southern
17-Apr-1949,AUSTRALIA,Bathing in water 0.9 m deep,M,13,Y,southern
23-Jan-1949,AUSTRALIA,Lifesaving exhibition,M,20,Y,southern
14-Jan-1949,AUSTRALIA,Surfing,M,32,,southern
13-Jan-1949,AUSTRALIA,Surf skiing,M,,N,southern
05-Jan-1949,AUSTRALIA,,,,,southern
27-Dec-1948,AUSTRALIA,Swimming,M,17,Y,southern
26-Dec-1948,AUSTRALIA,"Treading water, waiting for a wave",M,28,Y,southern
10-Dec-1948,AUSTRALIA,Fishing,M,,N,southern
18-Nov-1948,AUSTRALIA,Pearl diving,M,41,N,southern
12-Feb-1948,AUSTRALIA,Swimming,M,16,Y,southern
25-Jan-1948,AUSTRALIA,Surf skiing,M,,N,southern
21-Dec-1947,AUSTRALIA,Fishing,M,9,N,southern
23-Nov-1947,AUSTRALIA,Fishing,,,N,southern
14-Nov-1947,AUSTRALIA,Fishing from surf ski,M,17,N,southern
14-Nov-1947,AUSTRALIA,Fishing from surf ski,M,16,N,southern
08-Nov-1947,AUSTRALIA,Swimming,M,12,Y,southern
08-Nov-1947,AUSTRALIA,Swimming,M,13,N,southern
28-Oct-1947,AUSTRALIA,Fishing in waist-deep water,M,,N,southern
24-Jul-1947,AUSTRALIA,Diving,M,,N,southern
16-Jun-1947,AUSTRALIA,Fishing,,,N,southern
06-Apr-1947,AUSTRALIA,Surfing,M,17,N,southern
23-Feb-1947,AUSTRALIA,Fishing,,,N,southern
14-Jan-1947,AUSTRALIA,Rowing,,17 & 16,N,southern
28-Dec-1946,AUSTRALIA,Swimming near jetty with 2' piece of wood,M,23,N,southern
24-Dec-1946,AUSTRALIA,,,,N,southern
20-Nov-1946,AUSTRALIA,Pearl diving from lugger,M,30,Y,southern
14-Oct-1946,AUSTRALIA,Swimming,M,15,N,southern
18-Aug-1946,AUSTRALIA,Swimming after a tennis ball,M,30,Y,southern
19-Apr-1946,AUSTRALIA,Swimming,M,17,Y,southern
20-Mar-1946,AUSTRALIA,Fishing,M,28,N,southern
10-Feb-1946,AUSTRALIA,Standing,M,18,N,southern
17-Jan-1946,AUSTRALIA,,M,12,N,southern
05-Jan-1946,AUSTRALIA,Swimming,F,14,Y,southern
15-Jun-1945,AUSTRALIA,Swimming,M,,Y,southern
01-Nov-1944,AUSTRALIA,Swimming,M,,,southern
23-Oct-1944,AUSTRALIA,Fishing,,,N,southern
16-Jan-1944,AUSTRALIA,Fishing,M,,N,southern
14-Jan-1944,AUSTRALIA,Surfing,M,14,N,southern
16-Jun-1943,AUSTRALIA,Fishing for cod,M,18,N,southern
14-May-1943,AUSTRALIA,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,F,Y,southern
26-Dec-1942,AUSTRALIA,Dog paddling or standing,F,15,Y,southern
12-Sep-1942,AUSTRALIA,Treading water,M,24,N,southern
09-May-1942,AUSTRALIA,Diving from lugger,M,,N,southern
04-Mar-1942,AUSTRALIA,,M,18,,southern
18-Jan-1942,AUSTRALIA,,,,N,southern
04-Jan-1942,AUSTRALIA,Swimming,F,28,Y,southern
03-Dec-1941,AUSTRALIA,Swimming,M,10,N,southern
19-Nov-1941,AUSTRALIA,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,N,southern
05-Aug-1941,AUSTRALIA,Swimming,M,,,southern
13-Feb-1941,AUSTRALIA,Fishing,M,34,N,southern
28-Dec-1940,AUSTRALIA,Standing on sandbank,M,23,Y,southern
19-Dec-1940,AUSTRALIA,Fishing,M,,N,southern
10-Dec-1940,AUSTRALIA,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,,N,southern
20-Mar-1940,AUSTRALIA,Free diving for lobster,M,,N,southern
20-Feb-1940,AUSTRALIA,Canoeing,,,N,southern
4-Feb-1940,AUSTRALIA,Wading,M,55,Y,southern
29-Jan-1940,AUSTRALIA,Dived into the water,M,17,N,southern
23-Jan-1940,AUSTRALIA,Swimming,M,13,Y,southern
15-Jan-1940,AUSTRALIA,Swimming,M,22,N,southern
01-Jan-1940,AUSTRALIA,Diving for trochus,M,,N,southern
28-Dec-1939,AUSTRALIA,Swimming,M,40,,southern
14-Dec-1939,AUSTRALIA,Swimming ,M,20,Y,southern
23-Nov-1939,AUSTRALIA,,,,N,southern
11-Nov-1939,AUSTRALIA,,,,N,southern
09-Nov-1939,AUSTRALIA,,,,UNKNOWN,southern
06-Nov-1939,AUSTRALIA,,,,UNKNOWN,southern
25-Oct-1939,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",M,27,N,southern
27-Sep-1939,AUSTRALIA,Pearl diving,M,,N,southern
12-Jan-1939,AUSTRALIA,Scooping prawns,M,Both 11,N,southern
27-Dec-1938,AUSTRALIA,Swimming,M,19,Y,southern
05-Oct-1938,AUSTRALIA,Fishing,M,18,N,southern
12-Jul-1938,AUSTRALIA,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Y,southern
08-Jun-1938,AUSTRALIA,Hardhat diving,M,,N,southern
08-Mar-1938,AUSTRALIA,Canoe capsized by shark,M,,N,southern
21-Jan-1938,AUSTRALIA,Fishing,M,,N,southern
14-Jan-1938,AUSTRALIA,Diving off jetty,M,24,,southern
02-Jan-1938,AUSTRALIA,Surf skiing,M,,N,southern
11-Nov-1937,AUSTRALIA,Diving for trochus,M,17,Y,southern
27-Oct-1937,AUSTRALIA,Swimming ,M,25,Y,southern
27-Oct-1937,AUSTRALIA,Swimming ,M,18,Y,southern
24-Oct-1937,AUSTRALIA,Swimming near jetty,M,16,N,southern
24-Oct-1937,AUSTRALIA,Surf skiing,M,,N,southern
31-Aug-1937,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,N,southern
16-Jul-1937,AUSTRALIA,Pearl diving,M,,Y,southern
15-Jun-1937,AUSTRALIA,"Fishing from launch, fell into net with shark",M,,N,southern
15-May-1937,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",M,33,Y,southern
26-Mar-1937,AUSTRALIA,Bathing,M,16,,southern
09-Mar-1937,AUSTRALIA,Swimming,M,43,,southern
13-Feb-1937,AUSTRALIA,Swimming,M,32,Y,southern
11-Feb-1937,AUSTRALIA,Swimming ashore after launch capsized,M,,N,southern
04-Feb-1937,AUSTRALIA,Fishing,,,N,southern
03-Feb-1937,AUSTRALIA,Fishing,M,20,N,southern
